DATE_TIME_ID,ENODEB,EUTRANCELL,RRC_ATTEMPTS,RRC_FAIL,S1_ATTEMPTS,S1_FAIL,DATA_ACC,DATA_ERAB_ATTEMPTS,DATA_ERAB_FAIL,VOLTE_ACC,V_ERAB5_ATTEMPTS,V_ERAB5_FAIL,V_ERAB1_ATTEMPTS,V_ERAB1_FAIL,DATA_RET,DATA_DROPS,VOLTE_RET,VOLTE_DROPS,VOLTE_DROPS_NOCRE,ERAB_REL_S1_OUTAGE,ERAB_REL_ENB_RNL_UEL,ERAB_REL_HO_FAIL_TIM,ERAB_REL_ENB_RNL_RRNA,EPC_EPS_BEARER_REL_REQ_RNL,EPC_EPS_BEARER_REL_REQ_OTH,ERAB_REL_ABNORMAL_ACT_MME,D_DL_PLOSS,D_UL_PLOSS,RSSI_PUCCH_AVG,RSSI_PUSCH_AVG,D_DL_TPUT_MBPS,D_UL_TPUT_MBPS,D_DL_VOL_GB,D_UL_VOL_GB,D_IRAT_RDR_RT,D_IERFHO_SR,D_IRAFHO_SR,RRC_CONN_UE,RLC_PDU_DL_VOL_CA_PCELL,RLC_PDU_DL_VOL_CA_SCELL,CELLDOWNTIME_MANUAL,CELLDOWNTIME_AUTO,CELLDOWNTIME_TXN,CELL_SLEEP,DL_PRB_USAGE,UL_PRB_USAGE
3/5/22,DTL01005,DTL01005_3C_1,39030,1,39029,0,99.99,39037,1,99.99,37971,1,552,0,99.95,40,100,0,0,0,0,0,0,40,0,11,0.03,0,-113.57,-99.36,31.02,2.54,24.77,2.41,0,99.95,100,15,8605.86,11125.47,36751,0,0,36751,24.67,4.27
3/6/22,DTL01005,DTL01005_3C_1,33519,0,33519,0,100,33478,0,100,31406,0,315,0,99.91,58,100,0,0,0,0,0,0,58,0,17,0.08,0,-113.31,-99.67,29.27,3.54,20.62,3.35,0,99.89,100,11,5364.82,4887.57,28586,0,0,28581,23.63,4.6
3/7/22,DTL01005,DTL01005_3C_1,46399,1,46398,0,100,46842,0,100,44371,0,952,0,99.94,53,100,0,0,0,4,0,0,47,2,14,0.04,0.01,-113.7,-99.33,33.65,2.56,29.04,2.93,0,99.89,100,16,6553.81,6749.28,28656,0,0,28652,21.8,4.41
3/8/22,DTL01005,DTL01005_3C_1,49094,0,49094,0,100,49279,0,99.9,46827,0,987,1,99.96,37,100,0,0,0,0,0,0,37,0,9,0.02,0,-113.7,-99.61,32.86,2.55,29.52,3.87,0,99.73,100,19,6819.53,7310.25,30641,0,0,30633,22.74,5.93
3/9/22,DTL01005,DTL01005_3C_1,50842,0,50842,0,100,51101,0,100,49254,0,1010,0,99.97,31,100,0,0,0,0,0,0,31,0,7,0.06,0,-113.94,-99.41,31.45,2.46,30.99,4.14,0,99.95,100,19,7834.69,7654.66,29941,0,0,29941,25.19,5.91
2/7/22,DTL01005,DTL01005_7A_1,69933,50,69883,5,99.86,67405,42,99.76,60129,35,997,1,99.51,680,100,0,12,0,150,20,0,513,1,166,0.59,0.24,-110.07,-108.67,6.6,0.23,53.63,5.57,0,99.59,99.61,27,10378.03,19520.08,0,0,0,0,32.74,23.92
2/8/22,DTL01005,DTL01005_7A_1,71477,102,71375,4,99.74,69737,79,99.57,62816,53,1037,2,99.39,870,99.82,3,36,0,289,8,0,595,2,193,0.63,0.34,-110.4,-108.48,5.35,0.19,46.25,5.64,0,99.64,99.9,27,8704.29,14105.98,0,0,0,0,33.69,24.91
2/9/22,DTL01005,DTL01005_7A_1,70698,156,70542,7,99.7,68527,51,99.73,61346,27,1062,0,99.38,876,99.94,1,100,0,175,33,0,765,0,200,0.56,0.25,-110.61,-108.61,5.47,0.25,52.6,5.79,0,99.7,99.3,28,9512.28,16764.61,0,0,0,0,38.44,24.05
2/10/22,DTL01005,DTL01005_7A_1,80701,94,80607,0,99.79,77969,70,99.64,69631,42,1373,2,99.2,1286,99.89,2,258,0,189,25,0,1320,0,228,0.57,0.23,-110.51,-108.59,5.81,0.24,57.28,6.13,0,99.71,99.47,30,10509.07,18711.21,0,0,0,0,39.56,25.59
2/11/22,DTL01005,DTL01005_7A_1,88728,176,88552,0,99.67,86560,113,99.73,77978,54,1411,0,99.26,1312,99.9,2,186,0,380,17,0,1090,0,217,0.76,0.3,-110.68,-109.26,5.13,0.2,54.89,7.09,0,99.75,99.85,31,10360.91,18168.09,0,0,0,0,40.47,29.69
2/12/22,DTL01005,DTL01005_7A_1,83561,317,83244,4,99.29,81082,262,99.12,72806,187,898,2,98.25,2873,99.76,3,58,0,1386,116,0,1352,0,583,0.65,0.79,-110.47,-110.49,5.17,0.08,49.19,6.49,0.03,99.32,98.11,31,9465.76,15351.74,0,0,0,0,37.64,31.48
2/13/22,DTL01005,DTL01005_7A_1,54444,41,54403,0,99.86,52650,32,99.72,46578,26,681,1,99.54,502,100,0,24,0,114,17,0,389,0,116,0.55,0.15,-111.1,-108.19,7.64,0.39,38.64,4.88,0,99.48,99.71,22,7155.74,10056.02,0,0,0,0,26.6,17.72
2/14/22,DTL01005,DTL01005_7A_1,58444,47,58397,1,99.85,56889,41,99.73,49555,33,919,1,99.28,844,100,0,108,0,142,38,0,758,0,166,0.49,0.12,-110.75,-107.36,7.28,0.33,38.63,4.9,0,99.68,99.15,25,7980.55,12059.82,0,0,0,0,26.25,18.16
2/15/22,DTL01005,DTL01005_7A_1,63482,56,63426,3,99.87,62506,25,99.77,53361,17,1086,1,98.98,1307,100,0,178,0,191,50,0,1235,0,302,0.72,0.22,-110.64,-107.63,5.59,0.27,52.75,5.98,0,99.51,98.61,29,8358.94,15825.09,0,0,0,0,36.77,21.98
2/16/22,DTL01005,DTL01005_7A_1,76586,97,76489,1,99.79,74771,63,99.7,65110,48,1116,1,99.18,1258,100,0,61,0,324,38,0,944,0,310,0.88,0.34,-110.66,-108.85,4.67,0.23,62.37,7.79,0,99.58,99.39,33,11632.84,22144.56,0,0,0,0,42.85,29.98
2/17/22,DTL01005,DTL01005_7A_1,86412,72,86340,4,99.83,83991,73,99.79,73776,36,1323,2,99.5,858,99.95,1,38,0,215,17,0,643,4,210,0.49,0.17,-110.63,-108.46,6.18,0.28,57.66,6.83,0,99.78,99.87,35,13033.27,19740.46,0,0,0,0,37.41,25.82
2/18/22,DTL01005,DTL01005_7A_1,56665,27,56638,4,99.91,55307,19,99.92,47368,13,941,0,99.57,497,100,0,29,0,95,14,0,410,2,112,0.5,0.17,-110.5,-106.98,6.79,0.38,37.93,4.66,0,99.76,99.9,26,8048.68,11248.74,0,0,0,0,27.41,16.84
2/19/22,DTL01005,DTL01005_7A_1,81409,257,81152,2,99.44,79056,188,99.35,70773,147,981,1,98.08,3108,99.92,1,164,0,1454,114,0,1603,0,611,0.54,0.55,-110.88,-109.93,5.91,0.07,45.5,5.77,0,99.51,98.37,32,9908.18,13781.16,0,0,0,0,32.05,27.11
2/20/22,DTL01005,DTL01005_7A_1,69405,38,69367,1,99.91,67410,22,99.75,56995,20,725,1,99.46,735,99.73,3,86,0,135,11,0,664,0,161,0.76,0.18,-110.72,-108.81,6.42,0.36,48.07,5.73,0,99.43,99.72,27,9644.5,15424.79,0,0,0,0,31.34,20.2
2/21/22,DTL01005,DTL01005_7A_1,69161,46,69115,1,99.88,67246,33,99.79,57125,25,1127,1,99.46,738,99.81,3,128,0,96,10,0,746,3,145,0.75,0.18,-110.8,-107.76,6.59,0.42,56.42,7.52,0,99.65,99.84,30,11095.64,19186.88,0,0,0,0,35.15,22.28
2/22/22,DTL01005,DTL01005_7A_1,84089,98,83991,3,99.8,82470,70,99.73,70342,52,1356,1,99.54,759,99.85,3,21,0,233,13,0,530,0,199,0.77,0.21,-110.64,-108.21,4.97,0.24,59.24,6.07,0,99.51,99.89,34,8556.57,19621.29,0,0,0,0,40.69,23.04
2/23/22,DTL01005,DTL01005_7A_1,73243,53,73190,0,99.88,71302,33,99.67,60829,31,1317,2,99.06,1362,100,0,358,0,189,44,0,1476,2,171,0.59,0.25,-110.78,-108.26,6.32,0.31,57.4,7.07,0,99.54,99.37,32,10105.71,16720.39,0,0,0,0,38.09,25.51
2/24/22,DTL01005,DTL01005_7A_1,69011,66,68945,4,99.84,67505,40,99.76,59027,26,1151,2,99.18,1139,99.94,1,101,0,289,69,0,871,0,248,0.63,0.28,-110.53,-108.66,5.86,0.23,53.52,6.06,0,99.58,98.22,31,9386.39,18581.35,0,0,0,0,34.98,24.41
2/25/22,DTL01005,DTL01005_7A_1,73156,129,73027,3,99.71,71772,81,99.62,62094,60,1008,1,99.08,1344,99.88,2,25,0,475,61,0,802,0,326,0.65,0.25,-110.63,-108.35,5.24,0.18,54.76,6.56,0,99.42,98.86,31,9223.97,17459.14,0,0,0,0,37.61,27.13
2/26/22,DTL01005,DTL01005_7A_1,64772,57,64715,1,99.86,63308,32,99.73,54702,27,767,1,99.61,507,99.92,1,20,0,95,19,0,398,0,120,0.68,0.26,-110.03,-108.02,5.89,0.33,45.8,6.18,0,99.74,99.74,28,8948.06,15314.5,0,0,0,0,33.03,22.42
2/27/22,DTL01005,DTL01005_7A_1,64913,57,64856,3,99.85,63122,34,99.71,53810,25,690,1,99.5,649,99.91,1,42,0,126,17,0,537,0,179,0.62,0.2,-109.92,-107.33,6.29,0.36,44.16,5.66,0,99.36,99.78,26,8326.75,13450.58,0,0,0,0,30.53,20.03
2/28/22,DTL01005,DTL01005_7A_1,70930,86,70844,4,99.81,69252,43,99.63,60137,31,1131,2,99.26,1049,99.7,5,94,0,271,24,0,826,8,242,0.6,0.28,-109.61,-107.94,6.13,0.2,45.49,5.52,0,99.54,99.48,31,9354.54,15948.73,0,0,0,0,30.59,23.91
3/1/22,DTL01005,DTL01005_7A_1,78056,73,77983,0,99.85,76567,45,99.58,66996,36,1193,3,99.32,1065,99.88,2,111,0,240,27,0,893,0,237,0.6,0.38,-109.8,-108.47,6.31,0.26,46.93,6.58,0,99.22,99.7,32,9815,16814.36,0,0,0,0,30.76,23.6
3/2/22,DTL01005,DTL01005_7A_1,81409,81,81328,4,99.82,79905,60,99.83,68216,45,1042,0,99.39,992,99.94,1,21,0,298,51,0,649,0,249,0.68,0.22,-110.2,-107.7,5.82,0.2,62.53,5.97,0,99.57,99.48,33,9360.77,19604.59,0,0,0,0,37.98,24.71
3/3/22,DTL01005,DTL01005_7A_1,69249,119,69130,3,99.72,67678,69,99.52,57389,61,1020,2,99.27,1005,99.88,2,30,0,301,25,0,698,0,266,0.7,0.33,-109.77,-109.01,5.07,0.22,46.53,6.42,0,99.66,99.54,30,8972.09,15449.81,0,0,0,0,35.41,25.88
3/4/22,DTL01005,DTL01005_7A_1,71250,44,71206,2,99.89,70242,32,99.9,60628,19,1171,0,99.32,985,100,0,53,0,194,32,0,801,0,230,0.66,0.22,-110.32,-108.3,6.13,0.28,47.44,6.31,0,99.65,99.48,33,9565.08,16765.44,0,0,0,0,33.39,23.9
3/5/22,DTL01005,DTL01005_7A_1,74971,68,74903,1,99.86,73377,35,99.65,63715,29,995,2,99.46,816,99.8,3,52,0,160,17,0,671,0,219,0.59,0.28,-110.31,-108.14,5.84,0.29,51.59,6.39,0,99.61,99.67,32,9599.27,18444.35,0,0,0,0,34.84,23.63
3/6/22,DTL01005,DTL01005_7A_1,80357,56,80301,2,99.89,78290,27,99.89,68640,23,877,0,99.49,833,99.83,2,165,0,101,34,0,853,0,136,0.8,0.19,-110.67,-109.28,5.03,0.31,70.27,6.22,0,99.48,99.75,30,10137.39,22544.61,0,0,0,0,48.7,24.78
3/7/22,DTL01005,DTL01005_7A_1,92123,59,92064,31,99.86,89892,42,99.72,77897,31,1451,2,99.54,840,99.72,6,88,0,192,52,0,665,1,170,0.76,0.31,-110.71,-108.88,4.81,0.25,67.13,7.21,0,99.13,99.91,36,8851.57,23923.83,0,0,0,0,49.96,27.82
3/8/22,DTL01005,DTL01005_7A_1,79793,83,79710,19,99.82,78249,43,99.82,67685,32,1062,0,99.54,734,99.94,1,20,0,197,28,0,507,8,167,0.75,0.28,-110.11,-108.28,5.34,0.27,54.24,6.8,0,99.41,99.88,32,8833.92,17257.24,0,0,0,0,38.12,25.71
3/9/22,DTL01005,DTL01005_7A_1,72897,55,72842,1,99.88,70887,30,99.89,60613,18,1126,0,99.42,835,100,0,62,0,98,34,0,751,8,214,0.61,0.2,-110.13,-108.38,5.66,0.29,43.83,5.47,0,99.32,99.88,31,8896.08,13916.32,0,0,0,0,32.11,20.51
2/7/22,DTL01005,DTL01005_7A_2_F,10741,5,10736,1,99.9,10836,5,99.46,10188,3,219,1,99.88,44,100,0,0,0,12,0,0,32,0,17,0.06,0.01,-110.79,-104.25,16.46,1.02,36.93,4.59,0,96.36,99.82,8,8436.37,7414.58,0,0,0,0,16.53,9.93
2/8/22,DTL01005,DTL01005_7A_2_F,10454,11,10443,0,99.82,10540,8,99.82,9966,7,185,0,99.86,49,100,0,8,0,16,0,0,41,0,9,0.03,0,-110.33,-104.56,16.51,1.08,37.2,6.08,0,100,99.91,7,8952.57,7603.8,0,0,0,0,17.06,11.58
2/9/22,DTL01005,DTL01005_7A_2_F,9513,7,9506,0,99.88,9527,4,99.9,9037,2,160,0,99.91,31,100,0,2,0,14,0,0,18,0,5,0.05,0.01,-110.93,-104.69,17.89,1.15,36.97,7.22,0,100,99.82,7,8594.05,7486.88,0,0,0,0,15.76,14.71
2/10/22,DTL01005,DTL01005_7A_2_F,10980,4,10976,0,99.94,11090,3,99.93,10414,3,202,0,99.93,24,100,0,1,0,12,0,0,13,0,3,0.04,0,-110.94,-104.22,17.21,1.19,31.6,5.94,0,97.4,100,8,8118.01,6366.46,0,0,0,0,14.17,13.34
2/11/22,DTL01005,DTL01005_7A_2_F,9994,10,9984,0,99.87,9912,3,99.89,9568,1,221,0,99.87,44,100,0,0,0,22,2,0,20,0,8,0.03,0.01,-111.5,-104.6,19.29,1.07,45.19,7.36,0,99.29,99.91,8,12651.48,11356.71,0,0,0,0,16.35,13.69
2/12/22,DTL01005,DTL01005_7A_2_F,12202,6,12196,0,99.86,12419,11,99.91,11844,5,179,0,99.7,117,100,0,0,0,84,11,0,22,0,13,0.04,0.01,-110.95,-103.4,17.38,0.95,41.28,5.49,0,94.97,99.9,9,10801.15,9325.68,0,0,0,0,17.37,11.67
2/13/22,DTL01005,DTL01005_7A_2_F,11665,3,11662,0,99.93,11639,5,99.95,11297,3,152,0,99.96,16,100,0,0,0,6,0,0,10,0,3,0.03,0,-111.39,-103.33,18.47,1.39,38.37,5.68,0,98.04,100,8,9681.42,8590.54,0,0,0,0,16.92,8.73
2/14/22,DTL01005,DTL01005_7A_2_F,11012,2,11010,0,99.95,11062,3,99.95,10587,3,195,0,99.95,18,100,0,0,0,8,0,0,10,0,7,0.02,0.01,-111.5,-102.84,18.67,1.24,37.38,5.53,0,98.48,100,8,8966.68,8391.94,0,0,0,0,15.88,9.18
2/15/22,DTL01005,DTL01005_7A_2_F,10746,4,10742,0,99.92,10743,5,99.93,10394,3,220,0,99.92,30,100,0,0,0,18,2,0,8,0,4,0.04,0.01,-111.56,-103.09,18.75,1.29,32.79,5.03,0,98,99.89,7,8133.03,7652.66,0,0,0,0,14.33,9.05
2/16/22,DTL01005,DTL01005_7A_2_F,11752,3,11749,0,99.97,11745,1,99.96,10290,1,221,0,99.93,27,100,0,0,0,6,6,0,15,0,11,0.06,0.01,-111.84,-103.91,19.98,1.26,37.85,6.02,0,77.14,100,7,10569.61,9757.33,0,0,0,0,15.55,10.84
2/17/22,DTL01005,DTL01005_7A_2_F,10124,1,10123,0,99.98,10113,1,99.98,9570,1,195,0,99.94,19,100,0,0,0,2,0,0,15,2,10,0.07,0.01,-111.28,-105.54,16.88,1.04,36.39,4.69,0,100,100,7,8525.83,7870.77,0,0,0,0,16.31,10.18
2/18/22,DTL01005,DTL01005_7A_2_F,9403,1,9402,0,99.98,9386,1,99.38,9041,0,163,1,99.97,10,100,0,0,0,2,0,0,6,0,2,0.03,0,-111.26,-102.3,21.27,1.38,46.29,11.25,0,100,100,7,11531.48,10469.17,0,0,0,0,16.93,13.06
2/19/22,DTL01005,DTL01005_7A_2_F,11121,8,11113,0,99.89,11136,4,99.91,10787,2,114,0,99.77,84,100,0,1,0,56,6,0,17,2,9,0.06,0.01,-110.74,-102.77,18.18,1.04,40.05,4.43,0,94.25,100,8,9869.31,8835.48,0,0,0,0,17.29,8.13
2/20/22,DTL01005,DTL01005_7A_2_F,12122,0,12122,0,99.98,12064,2,100,11817,0,123,0,99.95,21,100,0,0,0,4,1,0,14,0,8,0.02,0,-110.24,-105,17.96,1.15,42.55,6.22,0,100,100,8,11484.81,10357.78,0,0,0,0,18.73,13.17
2/21/22,DTL01005,DTL01005_7A_2_F,11351,0,11351,0,100,11433,0,100,11082,0,182,0,99.96,14,100,0,0,0,10,0,0,4,0,2,0.09,0,-110.1,-105.41,20.89,1.18,39.71,5.87,0,100,100,7,10736.65,9984.56,0,0,0,0,16.5,12.76
2/22/22,DTL01005,DTL01005_7A_2_F,9665,0,9665,0,99.99,9629,1,100,9279,0,218,0,99.95,17,100,0,1,0,15,0,0,3,0,0,0.05,0.01,-111.23,-104.36,21.36,1.13,38.49,5.62,0,100,99.9,7,10352.87,10895.78,0,0,0,0,15.2,10.49
2/23/22,DTL01005,DTL01005_7A_2_F,10883,1,10882,0,99.99,10883,0,99.99,10478,0,196,0,99.94,21,100,0,0,0,8,0,0,13,0,7,0.02,0,-111.65,-104.31,18.24,1.15,37.29,5,0,63.37,99.89,7,9646.6,7706.7,0,0,0,0,15.15,9.99
2/24/22,DTL01005,DTL01005_7A_2_F,10587,2,10585,0,99.97,10609,1,99.97,10281,1,194,0,99.91,30,100,0,0,0,4,2,0,24,0,11,0.05,0.01,-111.85,-104.95,17.54,1.21,35.56,6.13,0,86.67,100,7,9089.02,8477.07,0,0,0,0,15.26,11.86
2/25/22,DTL01005,DTL01005_7A_2_F,11449,4,11445,0,99.93,11453,4,99.94,9694,2,184,0,99.92,27,99.44,1,2,0,14,0,0,15,0,9,0.11,0.01,-110.95,-105.02,15.9,1.06,36.76,5.59,0,98.61,100,7,9120.18,7458.06,0,0,0,0,17.42,11.05
2/26/22,DTL01005,DTL01005_7A_2_F,8277,0,8277,0,99.99,8202,1,99.99,7952,1,111,1,99.98,5,100,0,1,0,3,0,0,3,0,0,0.04,0.03,-111.07,-103.83,17.45,1.19,35.23,4.53,0,100,100,6,9714.31,8038.4,0,0,0,0,17.02,8.41
2/27/22,DTL01005,DTL01005_7A_2_F,10506,0,10506,0,99.99,10506,1,99.99,10327,1,87,0,99.98,8,100,0,0,0,0,2,0,6,0,2,0.03,0,-111.18,-103.59,19.48,1.06,37.74,4.93,0,97.87,100,7,10480.06,9149.1,0,0,0,0,15.58,9.38
2/28/22,DTL01005,DTL01005_7A_2_F,10405,2,10403,1,99.96,10382,1,99.97,9910,0,253,0,99.64,122,100,0,53,0,8,0,0,167,0,5,0.04,0.02,-110.92,-103.68,19.4,1.06,34.8,4.13,0,98.36,99.9,7,8377.92,9637.41,0,0,0,0,15.15,7.8
3/1/22,DTL01005,DTL01005_7A_2_F,13968,2,13966,0,99.99,13836,0,99.99,13381,0,260,0,99.93,27,100,0,1,0,12,0,0,16,0,8,0.04,0.01,-111.48,-105.2,17.41,1.24,37.83,6.57,0,100,100,8,9249.85,8117.46,0,0,0,0,16.31,11.39
3/2/22,DTL01005,DTL01005_7A_2_F,10153,11,10142,0,99.87,10118,2,99.88,9627,1,152,0,99.92,28,100,0,0,0,10,0,0,18,0,4,0.02,0.01,-111.5,-102.48,21.95,1.17,40.23,4.08,0,98.51,99.6,7,12794.08,11935.94,0,0,0,0,15.09,7.31
3/3/22,DTL01005,DTL01005_7A_2_F,10864,4,10860,0,99.94,10794,3,99.95,10443,1,252,0,99.89,40,100,0,0,0,10,2,0,26,0,8,0.04,0.01,-110.51,-103.49,17.47,1.15,28.84,3.92,0,98.51,100,7,6953.99,6135.24,0,0,0,0,13.97,7.19
3/4/22,DTL01005,DTL01005_7A_2_F,11583,1,11582,0,99.99,11548,0,99.99,11076,0,180,0,99.96,15,100,0,0,0,11,0,0,4,0,0,0.06,0.01,-111.82,-104.42,18.13,1.31,38.43,6.6,0,100,99.92,8,9243.21,9115.91,0,0,0,0,16.05,9.95
3/5/22,DTL01005,DTL01005_7A_2_F,11808,0,11808,0,100,11780,0,100,11503,0,170,0,99.97,11,100,0,0,0,9,0,0,2,0,0,0.04,0.01,-111.03,-104.51,22.46,1.56,44.74,6.41,0,100,99.8,7,13509.58,10141.04,0,0,0,0,16.37,10.63
3/6/22,DTL01005,DTL01005_7A_2_F,12094,0,12094,0,99.99,12064,1,100,11912,0,144,0,99.99,4,100,0,0,0,2,0,0,2,0,1,0.05,0.01,-110.34,-104.02,20.19,1.47,39.19,6.04,0,98.04,99.88,7,10304.61,9284.98,0,0,0,0,16.38,10.72
3/7/22,DTL01005,DTL01005_7A_2_F,10180,1,10179,0,99.98,10073,1,99.99,9745,0,176,0,99.92,25,99.43,1,2,0,8,4,0,14,0,5,0.06,0.01,-111.97,-104.92,18.96,1.54,32.09,8.03,0,100,99.81,7,8926.2,7088.09,0,0,0,0,13.21,11.88
3/8/22,DTL01005,DTL01005_7A_2_F,9012,1,9011,0,99.97,8987,2,99.99,8577,0,207,0,99.92,26,99.5,1,1,0,15,2,0,10,0,6,0.03,0.01,-111.13,-105.06,20.27,1.15,36.09,4.45,0,98,100,6,11178.35,9270.28,0,0,0,0,15.75,8.73
3/9/22,DTL01005,DTL01005_7A_2_F,10346,2,10344,0,99.96,10290,2,99.95,9734,3,175,0,99.92,28,100,0,0,0,8,0,0,16,2,4,0.06,0,-111.8,-103.69,17.58,1.5,33.87,5.35,0,100,100,7,9298.86,6581.77,0,0,0,0,15.08,9.23
